-2.4	2.5	5	-0.36	-0.357
-2.4	2.5	6	-0.485	-0.439
-2.4	0.5	-4	0.193	0.334
-2.4	0.5	-3	0.133	0.252
-2.4	0.5	-2	0.0728	0.17
-2.4	0.5	-1	0.0128	0.0881
-2.4	0.5	0	-0.0472	0.00617
-2.4	0.5	1	-0.107	-0.0758
-2.4	0.5	2	-0.167	-0.158
-2.4	0.5	3	-0.227	-0.24
-2.4	0.5	4	-0.287	-0.322
-2.4	0.75	-4	0.177	0.338
-2.4	0.75	-3	0.117	0.256
-2.4	0.75	-2	0.0572	0.174
-2.4	0.75	-1	-0.0028	0.0925
-2.4	0.75	0	-0.0628	0.0105
-2.4	0.75	1	-0.123	-0.0714
