0.0001	0.25	0	0	0	0.00011404
0.0001	0.5	0	0	0	0.00172284
0.0001	0.75	0	0	0	0.009238
0.0001	1.	0	0	0	0.0275773
0.0001	1.25	0	0	0	0.0673338
0.0001	1.5	0	0	0	0.139678
0.0001	1.75	0	0	0	0.258791
0.0001	2.	0	0	0	0.46721
0.0001	2.25	0	0	0	0.707361
0.0001	2.5	0	0	0	1.1408
0.0001	2.75	0	0	0	1.57808
0.0001	3.	0	0	0	2.23278
0.0001	3.5	0	0	0	4.14241
0.0001	4.	0	0	0	7.4763
0.0001	4.5	0	0	0	11.3124
0.0001	5.	0	0	0	17.2434
0.0001	5.5	0	0	0	25.2447
0.0001	6.	0	0	0	35.7333
0.0001	6.5	0	0	0	49.2477
0.0001	7.	0	0	0	66.2381
0.0001	7.5	0	0	0	87.2317
0.0001	8.	0	0	0	112.955
0.0001	8.5	0	0	0	144.04
0.0001	9.	0	0	0	180.93
0.0001	9.5	0	0	0	224.474
0.0001	10.	0	0	0	275.794
0.0001	0.0001	-3.	0	0	1.18565
0.0001	0.0001	-2.5	0	0	0.822653
0.0001	0.0001	-2.	0	0	0.56202
0.0001	0.0001	-1.5	0	0	0.296346
0.0001	0.0001	-1.	0	0	0.131847
0.0001	0.0001	-0.5	0	0	0.0329074
0.0001	0.0001	0.	0	0	1.3466e-18
0.0001	0.0001	0.5	0	0	0.0329447
0.0001	0.0001	1.	0	0	0.131686
0.0001	0.0001	1.5	0	0	0.296289
0.0001	0.0001	2.	0	0	0.52685
0.0001	0.0001	2.5	0	0	0.823178
0.0001	0.0001	3.	0	0	1.18539
-15.	0.5	0	0	0	0.27315
-12.5	0.5	0	0	0	0.185773
-10.	0.5	0	0	0	0.124244
-7.5	0.5	0	0	0	0.0750516
-5.	0.5	0	0	0	0.04026
-2.5	0.5	0	0	0	0.0138052
0.	0.5	0	0	0	0.00108582
2.5	0.5	0	0	0	0.00201565
5.	0.5	0	0	0	0.0146744
7.5	0.5	0	0	0	0.0397145
10.	0.5	0	0	0	0.0770726
12.5	0.5	0	0	0	0.126882
15.	0.5	0	0	0	0.188958
-15.	1.	0	0	0	1.20075
-12.5	1.	0	0	0	0.881913
-10.	1.	0	0	0	0.612182
-7.5	1.	0	0	0	0.3918
-5.	1.	0	0	0	0.220741
-2.5	1.	0	0	0	0.0994395
0.	1.	0	0	0	0.0173729
2.5	1.	0	0	0	0.00516168
5.	1.	0	0	0	0.0322288
7.5	1.	0	0	0	0.10886
10.	1.	0	0	0	0.23488
12.5	1.	0	0	0	0.410245
15.	1.	0	0	0	0.634973
-15.	1.5	0	0	0	3.09946
-12.5	1.5	0	0	0	2.3261
-10.	1.5	0	0	0	1.6657
-7.5	1.5	0	0	0	1.11813
-5.	1.5	0	0	0	0.680626
-2.5	1.5	0	0	0	0.35451
0.	1.5	0	0	0	0.0879522
2.5	1.5	0	0	0	0.0361725
5.	1.5	0	0	0	0.0439928
7.5	1.5	0	0	0	0.163178
10.	1.5	0	0	0	0.393506
12.5	1.5	0	0	0	0.735952
15.	1.5	0	0	0	1.18878
-15.	2.	0	0	0	6.2682
-12.5	2.	0	0	0	4.80365
-10.	2.	0	0	0	3.53299
-7.5	2.	0	0	0	2.46354
-5.	2.	0	0	0	1.59115
-2.5	2.	0	0	0	0.917108
0.	2.	0	0	0	0.277994
2.5	2.	0	0	0	0.16289
5.	2.	0	0	0	0.0826104
7.5	2.	0	0	0	0.200153
10.	2.	0	0	0	0.515571
12.5	2.	0	0	0	1.02891
15.	2.	0	0	0	1.7408
-15.	2.5	0	0	0	11.0679
-12.5	2.5	0	0	0	8.62601
-10.	2.5	0	0	0	6.49618
-7.5	2.5	0	0	0	4.67842
-5.	2.5	0	0	0	3.16928
-2.5	2.5	0	0	0	1.96921
0.	2.5	0	0	0	0.678747
2.5	2.5	0	0	0	0.495253
5.	2.5	0	0	0	0.22249
7.5	2.5	0	0	0	0.258772
10.	2.5	0	0	0	0.603744
12.5	2.5	0	0	0	1.25918
15.	2.5	0	0	0	2.22172
1	0.5	-3	0.	0.	1.21287
1	1.5	-3	0.	0.	1.85815
1	2.5	-3	0.	0.	3.82251
5	0.5	-3	0.	0.	0.996252
5	1.5	-3	0.	0.	1.12807
5	2.5	-3	0.	0.	2.0879
-5	0.5	-3	0.	0.	1.5963
-5	1.5	-3	0.	0.	3.49044
-5	2.5	-3	0.	0.	7.91219
10	0.5	-3	0.	0.	0.771311
10	1.5	-3	0.	0.	0.613148
10	2.5	-3	0.	0.	1.02708
-10	0.5	-3	0.	0.	1.96907
-10	1.5	-3	0.	0.	5.34412
-10	2.5	-3	0.	0.	12.6807
1	0.5	-1	0.	0.	0.141193
1	1.5	-1	0.	0.	0.413089
1	2.5	-1	0.	0.	1.54962
5	0.5	-1	0.	0.	0.0785884
5	1.5	-1	0.	0.	0.141813
5	2.5	-1	0.	0.	0.580453
-5	0.5	-1	0.	0.	0.293958
-5	1.5	-1	0.	0.	1.35412
-5	2.5	-1	0.	0.	4.48628
10	0.5	-1	0.	0.	0.0449992
10	1.5	-1	0.	0.	0.203602
10	2.5	-1	0.	0.	0.482148
-10	0.5	-1	0.	0.	0.475979
-10	1.5	-1	0.	0.	2.6291
-10	2.5	-1	0.	0.	8.3012
1	0.5	1	0.	0.	0.123051
1	1.5	1	0.	0.	0.0199689
1	2.5	1	0.	0.	0.329073
5	0.5	1	0.	0.	0.214172
5	1.5	1	0.	0.	0.209648
5	2.5	1	0.	0.	0.127924
-5	0.5	1	0.	0.	0.0457072
-5	1.5	1	0.	0.	0.269933
-5	2.5	1	0.	0.	2.11468
10	0.5	1	0.	0.	0.372716
10	1.5	1	0.	0.	0.847081
10	2.5	1	0.	0.	0.990155
-10	0.5	1	0.	0.	0.0357055
-10	1.5	1	0.	0.	0.96797
-10	2.5	1	0.	0.	4.96435
1	0.5	3	0.	0.	1.15846
1	1.5	3	0.	0.	0.680016
1	2.5	3	0.	0.	0.162263
5	0.5	3	0.	0.	1.40336
5	1.5	3	0.	0.	1.33054
5	2.5	3	0.	0.	0.729283
-5	0.5	3	0.	0.	0.851182
-5	1.5	3	0.	0.	0.238892
-5	2.5	3	0.	0.	0.795862
10	0.5	3	0.	0.	1.75264
10	1.5	3	0.	0.	2.54379
10	2.5	3	0.	0.	2.55268
