278	260	-0.775	5.1	46.6	25.6916 84.0897 16.4905 6.82224 11.2855 -93.1541 -41.1832 74.5254 47.2674 -70.8529 -26.9053 37.0032 21.2387 -30.5717 -20.415 0.0111813 0.0251036 0.0060289 0.00871528 0.09145 0.0536767 0.0166057 0.0302598 0.070477 0.118952 0.0277112 0.108929 0.0174374 0.0711171 0.0401519
278	260	0	11.6	110.592	25.2551 83.9862 16.8364 7.17342 14.9007 -92.4674 -41.1484 75.0644 49.1506 -71.393 -26.6191 38.9307 21.9289 -31.7724 -20.9273 0.0244938 0.110098 0.0114985 0.0103811 0.00851132 0.0942646 0.0349328 0.072298 0.0671541 0.122109 0.0373387 0.0717156 0.0221607 0.0572169 0.030785
278	260	0.775	6.2	46.275	20.1365 65.6708 12.6637 5.61838 10.5074 -71.553 -31.8008 57.6936 39.1299 -50.2419 -21.7582 29.8802 16.9163 -24.4162 -15.8373 0.0153057 0.0534526 0.00882591 0.00681809 0.0430035 0.0511937 0.0224198 0.0419277 0.0395608 0.0650862 0.022765 0.0967933 0.0143773 0.0534497 0.0216527
278	285	-0.775	39.2	118.108	8.09921 27.107 3.46958 1.48519 4.27272 -29.5971 -10.5689 19.3542 12.685 -21.8052 -6.91466 11.7777 4.54264 -7.69168 -5.01901 0.0050389 0.0323005 0.00302119 0.00168205 0.00705681 0.0252335 0.00802736 0.0172701 0.0141415 0.0303552 0.00544999 0.0116453 0.00395342 0.00882786 0.00652996
278	285	0	93.1	282.267	8.32881 28.3325 3.60673 1.54087 4.58283 -30.7206 -10.9357 20.1764 13.1894 -22.8574 -7.15254 12.425 4.7158 -8.15859 -5.32159 0.000528925 0.000910067 0.000119522 9.87384e-05 0.00210077 0.00271603 0.000529171 0.000351899 0.00391306 0.0171932 0.000709797 0.00154286 0.000169549 0.00123237 0.000726984
278	285	0.775	40.6	118.292	8.01293 26.4363 3.39356 1.44684 4.28812 -29.0547 -10.4068 18.9085 12.3422 -21.2935 -6.78888 11.7387 4.43145 -7.61203 -4.9705 0.00513568 0.0336985 0.00308268 0.00171864 0.00848703 0.0263532 0.00817071 0.0176575 0.0145524 0.0327559 0.0055813 0.0123088 0.00406003 0.00920489 0.00694194
278	315	-0.775	95.2	145.5	4.25095 14.1691 1.14035 0.459988 2.00632 -15.5021 -4.39142 8.03232 5.10456 -10.6727 -2.78961 5.87406 1.44951 -3.02847 -1.91821 0.00233216 0.017659 0.00112106 0.000674629 0.00553875 0.0130734 0.00342232 0.00792177 0.00644162 0.0195841 0.00273948 0.0097248 0.00160277 0.00568705 0.00353542
278	315	0	232.2	352.608	4.27711 14.5372 1.15132 0.466904 2.01817 -15.7669 -4.4289 8.16816 5.20506 -10.9018 -2.81679 6.0003 1.46841 -3.10271 -1.95536 0.00216629 0.0154498 0.00105897 0.000590099 0.00455322 0.0118009 0.00319709 0.00733875 0.0057205 0.0175815 0.00235916 0.00814742 0.00146144 0.00512065 0.0031809
278	315	0.775	101.9	147	4.1111 13.4762 1.07123 0.429908 1.83993 -14.8746 -4.18292 7.58121 4.80112 -10.0529 -2.63544 5.67163 1.35884 -2.86852 -1.79908 0.00218373 0.0165831 0.00104379 0.000652634 0.00529489 0.0122097 0.00319403 0.00735158 0.00614202 0.0184261 0.00265819 0.00934101 0.00152373 0.00535154 0.0033304
278	345	-0.775	204.7	200.083	2.76929 8.52344 0.445552 0.146143 0.908444 -9.70814 -2.21552 3.89204 2.21501 -5.63466 -1.26193 3.16674 0.508679 -1.28917 -0.742191 0.00111825 0.0115617 0.000420825 0.000280605 0.00284783 0.00756536 0.00150759 0.0037571 0.00289621 0.0113259 0.00152275 0.00713996 0.000660565 0.00284596 0.00152239
278	345	0	479.7	486.867	2.80607 8.69414 0.461234 0.153396 0.951937 -9.86801 -2.26776 3.99769 2.2959 -5.77335 -1.30056 3.25241 0.531385 -1.33137 -0.766465 0.00113028 0.0111392 0.000429958 0.000296835 0.00235694 0.00743243 0.00152927 0.003757 0.00300665 0.0107383 0.0016481 0.00707448 0.000712917 0.00279305 0.00150109
278	345	0.775	209.7	199.433	2.74717 8.26905 0.437345 0.144852 0.897548 -9.52434 -2.18536 3.80111 2.17382 -5.52695 -1.25239 3.16747 0.502266 -1.27629 -0.734374 0.00109325 0.0112451 0.00040982 0.000274717 0.00276793 0.00741211 0.00147097 0.00369359 0.00281916 0.0110041 0.00149974 0.0069766 0.000645197 0.00276977 0.00148912
278	375	-0.775	318.6	262.65	2.20654 6.74761 0.240476 0.0632188 0.538653 -7.67832 -1.44745 2.54361 1.28747 -3.8543 -0.723647 2.15676 0.244059 -0.731554 -0.378821 0.000742574 0.00808917 0.000226056 0.000138277 0.00181882 0.00523355 0.00093115 0.00236346 0.00183385 0.00765382 0.000901094 0.00450027 0.000329819 0.00163851 0.000812697
278	375	0	804.4	630.383	2.19814 6.63838 0.238336 0.062285 0.540941 -7.6015 -1.43738 2.51269 1.26913 -3.81132 -0.712748 2.14032 0.240885 -0.722466 -0.373837 0.00073767 0.00720983 0.000224328 0.000127986 0.00148138 0.00485413 0.000923415 0.00224792 0.00170009 0.00693796 0.000842232 0.0039882 0.000315582 0.00152181 0.000743318
278	375	0.775	330.4	262.767	2.19308 6.53683 0.236568 0.0624614 0.539102 -7.53659 -1.43038 2.48523 1.2597 -3.80312 -0.712108 2.15409 0.239939 -0.725774 -0.376865 0.000728358 0.00760924 0.000220077 0.000135413 0.00183376 0.00503035 0.000910108 0.00229555 0.00176575 0.00735391 0.000888861 0.00441267 0.000322131 0.00160636 0.000797235
278	405	-0.775	337.8	246.608	1.95388 6.48555 0.166546 0.0409259 0.480584 -7.00762 -1.12125 2.07839 0.987744 -3.36979 -0.49563 1.71545 0.157242 -0.54072 -0.283437 0.000678356 0.00802712 0.000178265 0.000136144 0.00175167 0.00513603 0.000818619 0.00203267 0.00183563 0.00816387 0.00102503 0.00491885 0.000297939 0.00145878 0.000787109
278	405	0	783.8	594.35	1.97524 6.7791 0.173602 0.0426235 0.511976 -7.18251 -1.14929 2.16652 1.02629 -3.63918 -0.511459 1.77731 0.164465 -0.573169 -0.299225 0.000691866 0.00832753 0.000182478 0.000132674 0.0015272 0.00535467 0.00083653 0.00211314 0.00187237 0.00816563 0.00101957 0.00465933 0.000297057 0.00141231 0.000762123
