-0.43319947496E+02	0.24856120560E+02	0.23491187775E+03	0.27074533217E+03	0.12500000000E+03
0.43319947496E+02	-0.24856120560E+02	0.30323263844E+02	0.13798168324E+03	0.12500000000E+03
-0.82353491405E+02	-0.92005700615E+02	0.19125461551E+03	0.25971229168E+03	0.12500000000E+03
0.82353491405E+02	0.92005700615E+02	0.19323682071E+03	0.26117544940E+03	0.12500000000E+03
-0.51045421657E+02	0.25415087471E+02	0.16584505239E+04	0.16641318163E+04	0.12500000000E+03
0.51045421657E+02	-0.25415087471E+02	0.26067293107E+03	0.29466411172E+03	0.12500000000E+03
-0.49903606744E+02	-0.75477614693E+02	-0.58703966019E+03	0.60698253923E+03	0.12500000000E+03
0.49903606744E+02	0.75477614693E+02	-0.13020216496E+03	0.20190305606E+03	0.12500000000E+03
-0.15321606795E+03	0.17971703159E+02	-0.25609463161E+03	0.32404877091E+03	0.12500000000E+03
0.15321606795E+03	-0.17971703159E+02	-0.48359754924E+01	0.19861151087E+03	0.12500000000E+03
-0.38724701254E+02	-0.93666749617E+02	0.16875407303E+03	0.23318661976E+03	0.12500000000E+03
0.38724701254E+02	0.93666749617E+02	0.82380067659E+02	0.18078865567E+03	0.12500000000E+03
0.52244914051E+02	0.14830965481E+02	0.17615280250E+03	0.22272022452E+03	0.12500000000E+03
-0.52244914051E+02	-0.14830965481E+02	0.18782570143E+03	0.23206245431E+03	0.12500000000E+03
-0.31480379956E+02	-0.20736378426E+02	0.83504379380E+03	0.84518882462E+03	0.12500000000E+03
0.31480379956E+02	0.20736378426E+02	0.22944335725E+03	0.26398913974E+03	0.12500000000E+03
0.14494699153E+02	0.87906513712E+00	0.12739786510E+03	0.17907005638E+03	0.12500000000E+03
-0.14494699153E+02	-0.87906513712E+00	0.35544865574E+03	0.37706712390E+03	0.12500000000E+03
0.19553320781E+03	0.92399857605E+02	-0.57031384966E+01	0.24985694873E+03	0.12500000000E+03
-0.19553320781E+03	-0.92399857605E+02	0.50230979104E+02	0.25479230817E+03	0.12500000000E+03
-0.49534513661E+02	0.54273670256E+02	0.12840772157E+02	0.14556505335E+03	0.12500000000E+03
0.49534513661E+02	-0.54273670256E+02	-0.15826306122E+02	0.14585873746E+03	0.12500000000E+03
0.12114120293E+02	-0.94035677353E+02	-0.10456218835E+03	0.18854100816E+03	0.12500000000E+03
-0.12114120293E+02	0.94035677353E+02	-0.29944696469E+03	0.33805760631E+03	0.12500000000E+03
0.39589644142E+02	0.30272772585E+02	0.13709485338E+03	0.19210356453E+03	0.12500000000E+03
-0.39589644142E+02	-0.30272772585E+02	-0.22048516589E+02	0.13636318333E+03	0.12500000000E+03
-0.24672334764E+02	0.79679181740E+02	-0.17253096241E+02	0.15126191006E+03	0.12500000000E+03
0.24672334764E+02	-0.79679181740E+02	-0.23626157104E+03	0.28000361793E+03	0.12500000000E+03
0.10302389398E+02	0.76215892943E+01	0.43548318722E+03	0.45324919658E+03	0.12500000000E+03
-0.10302389398E+02	-0.76215892943E+01	0.31828094171E+03	0.34218706245E+03	0.12500000000E+03
-0.10396107283E+03	-0.27611845218E+02	-0.43947179077E+02	0.17066538375E+03	0.12500000000E+03
0.10396107283E+03	0.27611845218E+02	-0.65805935419E+02	0.17755489235E+03	0.12500000000E+03
0.44694445117E+02	-0.87886646798E+02	0.18292576371E+03	0.24250462086E+03	0.12500000000E+03
-0.44694445117E+02	0.87886646798E+02	0.26519139241E+03	0.30931073489E+03	0.12500000000E+03
-0.78697768421E+02	0.15733939615E+02	-0.59475678494E+02	0.16001016200E+03	0.12500000000E+03
0.78697768421E+02	-0.15733939615E+02	-0.54060674074E+02	0.15807736110E+03	0.12500000000E+03
0.13186216383E+02	-0.83118371801E+02	0.43514969934E+03	0.46050276966E+03	0.12500000000E+03
-0.13186216383E+02	0.83118371801E+02	0.38544182449E+03	0.41385135024E+03	0.12500000000E+03
-0.16405704377E+02	-0.22562704580E+02	0.29679449447E+02	0.13146897921E+03	0.12500000000E+03
0.16405704377E+02	0.22562704580E+02	-0.49519719067E+02	0.13731505872E+03	0.12500000000E+03
0.32033794787E+02	0.22352761098E+03	0.35032030185E+03	0.43513224515E+03	0.12500000000E+03
-0.32033794787E+02	-0.22352761098E+03	0.24620540908E+03	0.35669715494E+03	0.12500000000E+03
0.99134079482E+01	0.23943487395E+02	-0.16014091630E+03	0.20479667800E+03	0.12500000000E+03
-0.99134079482E+01	-0.23943487395E+02	-0.81904023582E+02	0.15167344964E+03	0.12500000000E+03
0.52814863931E+02	-0.41296613061E+01	0.11369918910E+02	0.13623780316E+03	0.12500000000E+03
-0.52814863931E+02	0.41296613061E+01	0.29832476345E+02	0.13900158488E+03	0.12500000000E+03
0.20132573783E+02	-0.81683674847E+02	-0.76909815909E+03	0.78371839431E+03	0.12500000000E+03
-0.20132573783E+02	0.81683674847E+02	-0.45986965777E+02	0.15753521602E+03	0.12500000000E+03
-0.96752078881E+01	-0.35978524134E+02	0.18601601488E+02	0.13175387442E+03	0.12500000000E+03
0.96752078881E+01	0.35978524134E+02	-0.37694169073E+02	0.13577155162E+03	0.12500000000E+03
-0.58254773787E+01	0.93705599587E+01	-0.41336509298E+03	0.43199241159E+03	0.12500000000E+03
0.58254773787E+01	-0.93705599587E+01	-0.24445989882E+03	0.27478607263E+03	0.12500000000E+03
-0.18585477158E+02	-0.18650746089E+02	-0.81695990517E+02	0.15163279710E+03	0.12500000000E+03
0.18585477158E+02	0.18650746089E+02	0.57288517092E+01	0.12787138082E+03	0.12500000000E+03
-0.11619587741E+03	-0.41427247673E+02	-0.72395595519E+02	0.18995741898E+03	0.12500000000E+03
0.11619587741E+03	0.41427247673E+02	-0.21122982601E+03	0.27470117978E+03	0.12500000000E+03
-0.84153417827E+02	-0.60900357126E+02	0.35629591561E+03	0.39161515638E+03	0.12500000000E+03
0.84153417827E+02	0.60900357126E+02	0.17959595910E+04	0.18032987838E+04	0.12500000000E+03
0.14210388667E+03	0.13661213510E+02	0.19275543264E+03	0.27048068355E+03	0.12500000000E+03
-0.14210388667E+03	-0.13661213510E+02	0.47676584049E+03	0.51313819777E+03	0.12500000000E+03
0.15295317059E+01	0.15670953753E+02	0.55414972140E+01	0.12610958112E+03	0.12500000000E+03
-0.15295317059E+01	-0.15670953753E+02	-0.33516063036E+03	0.35805804893E+03	0.12500000000E+03
0.27202684182E+02	0.49383742132E+02	-0.92818916788E+03	0.93826375363E+03	0.12500000000E+03
